"Event","FrameOffset","Value","SourceCategory","SourceReference"
"000401","0x0CA","00","recorder RX","RX 01 0A payload 0xC5"
"000401","0x0CB","00","recorder RX","RX 01 0A payload 0xC6"
"000401","0x0CC","00","recorder RX","RX 01 0A payload 0xC7"
"000401","0x0CD","00","recorder RX","RX 01 0A payload 0xC8"
"000401","0x0CE","00","recorder RX","RX 01 0A payload 0xC9"
"000401","0x0CF","00","recorder RX","RX 01 0A payload 0xCA"
"000401","0x0D0","00","recorder RX","RX 01 0A payload 0xCB"
"000401","0x0D1","00","recorder RX","RX 01 0A payload 0xCC"
"000401","0x0D2","00","recorder RX","RX 01 0A payload 0xCD"
"000401","0x0D3","00","recorder RX","RX 01 0A payload 0xCE"
"000401","0x0D4","00","recorder RX","RX 01 0A payload 0xCF"
"000401","0x0D5","00","recorder RX","RX 01 0A payload 0xD0"
"000401","0x0D6","00","recorder RX","RX 01 0A payload 0xD1"
"000401","0x0D7","00","recorder RX","RX 01 0A payload 0xD2"
"000401","0x0D8","00","recorder RX","RX 01 0A payload 0xD3"
"000401","0x0D9","00","recorder RX","RX 01 0A payload 0xD4"
"000401","0x0DA","00","recorder RX","RX 01 0A payload 0xD5"
"000401","0x0DB","00","recorder RX","RX 01 0A payload 0xD6"
"000401","0x0DC","00","recorder RX","RX 01 0A payload 0xD7"
"000401","0x0DD","00","recorder RX","RX 01 0A payload 0xD8"
"000401","0x0DE","00","recorder RX","RX 01 0A payload 0xD9"
"000401","0x0DF","00","recorder RX","RX 01 0A payload 0xDA"
"000401","0x0E0","00","recorder RX","RX 01 0A payload 0xDB"
"000401","0x0E1","00","recorder RX","RX 01 0A payload 0xDC"
"000401","0x0E2","00","recorder RX","RX 01 0A payload 0xDD"
"000401","0x0E3","00","recorder RX","RX 01 0A payload 0xDE"
"000401","0x0E4","00","recorder RX","RX 01 0A payload 0xDF"
"000401","0x0E5","00","recorder RX","RX 01 0A payload 0xE0"
"000401","0x0E6","00","recorder RX","RX 01 0A payload 0xE1"
"000401","0x0E7","00","recorder RX","RX 01 0A payload 0xE2"
"000401","0x0E8","00","recorder RX","RX 01 0A payload 0xE3"
"000401","0x0E9","00","recorder RX","RX 01 0A payload 0xE4"
"000401","0x0EA","00","recorder RX","RX 01 0A payload 0xE5"
"000401","0x0EB","00","recorder RX","RX 01 0A payload 0xE6"
"000401","0x0EC","00","recorder RX","RX 01 0A payload 0xE7"
"000401","0x0ED","00","recorder RX","RX 01 0A payload 0xE8"
"000401","0x0EE","00","recorder RX","RX 01 0A payload 0xE9"
"000401","0x0EF","00","recorder RX","RX 01 0A payload 0xEA"
"000401","0x0F0","00","recorder RX","RX 01 0A payload 0xEB"
"000401","0x0F1","00","recorder RX","RX 01 0A payload 0xEC"
"000401","0x0F2","00","recorder RX","RX 01 0A payload 0xED"
"000401","0x0F3","00","recorder RX","RX 01 0A payload 0xEE"
"000401","0x0F4","00","recorder RX","RX 01 0A payload 0xEF"
"000401","0x0F5","00","recorder RX","RX 01 0A payload 0xF0"
"000401","0x0F6","00","recorder RX","RX 01 0A payload 0xF1"
"000401","0x0F7","00","recorder RX","RX 01 0A payload 0xF2"
"000401","0x0F8","00","recorder RX","RX 01 0A payload 0xF3"
"000401","0x0F9","00","recorder RX","RX 01 0A payload 0xF4"
"000401","0x0FA","00","recorder RX","RX 01 0A payload 0xF5"
"000401","0x0FB","00","recorder RX","RX 01 0A payload 0xF6"
"000401","0x0FC","00","recorder RX","RX 01 0A payload 0xF7"
"000401","0x0FD","00","recorder RX","RX 01 0A payload 0xF8"
"000401","0x0FE","00","recorder RX","RX 01 0A payload 0xF9"
"000401","0x0FF","00","recorder RX","RX 01 0A payload 0xFA"
"000401","0x100","00","recorder RX","RX 01 0A payload 0xFB"
"000401","0x101","00","recorder RX","RX 01 0A payload 0xFC"
"000401","0x102","00","recorder RX","RX 01 0A payload 0xFD"
"000401","0x103","00","recorder RX","RX 01 0A payload 0xFE"
"000401","0x104","00","recorder RX","RX 01 0C payload 0x00"
"000401","0x105","00","recorder RX","RX 01 0C payload 0x01"
"000401","0x106","00","recorder RX","RX 01 0C payload 0x02"
"000401","0x107","00","recorder RX","RX 01 0C payload 0x03"
"000401","0x108","03","protocol constant","proven frame/header constant"
"000401","0x109","00","calculated field/checksum","payload sum modulo 256"
"000401","0x10A","04","protocol constant","proven frame/header constant"
"000423","0x000","01","protocol constant","proven frame/header constant"
"000423","0x001","06","recorder RX","RX 01 0C frame offset 0x003"
"000423","0x002","00","protocol constant","proven frame/header constant"
"000423","0x003","06","recorder RX","RX 01 0C frame offset 0x003"
"000423","0x004","01","recorder RX","RX 01 0C frame offset 0x004"
"000423","0x005","01","recorder RX","RX 01 0C frame offset 0x005"
"000423","0x006","01","recorder RX","RX 01 0C frame offset 0x006"
"000423","0x007","C6","calculated field/checksum","generated payload length"
"000423","0x008","02","protocol constant","proven frame/header constant"
"000423","0x009","00","recorder RX","RX 01 0C payload 0x04"
"000423","0x00A","00","recorder RX","RX 01 0C payload 0x05"
"000423","0x00B","00","recorder RX","RX 01 0C payload 0x06"
"000423","0x00C","00","recorder RX","RX 01 0C payload 0x07"
"000423","0x00D","00","recorder RX","RX 01 0C payload 0x08"
"000423","0x00E","00","recorder RX","RX 01 0C payload 0x09"
"000423","0x00F","00","recorder RX","RX 01 0C payload 0x0A"
"000423","0x010","00","recorder RX","RX 01 0C payload 0x0B"
"000423","0x011","00","recorder RX","RX 01 0C payload 0x0C"
"000423","0x012","00","recorder RX","RX 01 0C payload 0x0D"
"000423","0x013","00","recorder RX","RX 01 0C payload 0x0E"
"000423","0x014","00","recorder RX","RX 01 0C payload 0x0F"
"000423","0x015","00","recorder RX","RX 01 0C payload 0x10"
"000423","0x016","00","recorder RX","RX 01 0C payload 0x11"
"000423","0x017","00","recorder RX","RX 01 0C payload 0x12"
"000423","0x018","00","recorder RX","RX 01 0C payload 0x13"
"000423","0x019","00","recorder RX","RX 01 0C payload 0x14"
"000423","0x01A","00","recorder RX","RX 01 0C payload 0x15"
"000423","0x01B","00","recorder RX","RX 01 0C payload 0x16"
"000423","0x01C","00","recorder RX","RX 01 0C payload 0x17"
"000423","0x01D","00","recorder RX","RX 01 0C payload 0x18"
"000423","0x01E","00","recorder RX","RX 01 0C payload 0x19"
"000423","0x01F","00","recorder RX","RX 01 0C payload 0x1A"
"000423","0x020","00","recorder RX","RX 01 0C payload 0x1B"
"000423","0x021","00","recorder RX","RX 01 0C payload 0x1C"
"000423","0x022","00","recorder RX","RX 01 0C payload 0x1D"
"000423","0x023","00","recorder RX","RX 01 0C payload 0x1E"
"000423","0x024","00","recorder RX","RX 01 0C payload 0x1F"
"000423","0x025","00","recorder RX","RX 01 0C payload 0x20"
"000423","0x026","00","recorder RX","RX 01 0C payload 0x21"
"000423","0x027","00","recorder RX","RX 01 0C payload 0x22"
"000423","0x028","00","recorder RX","RX 01 0C payload 0x23"
"000423","0x029","00","recorder RX","RX 01 0C payload 0x24"
"000423","0x02A","00","recorder RX","RX 01 0C payload 0x25"
"000423","0x02B","00","recorder RX","RX 01 0C payload 0x26"
"000423","0x02C","00","recorder RX","RX 01 0C payload 0x27"
"000423","0x02D","00","recorder RX","RX 01 0C payload 0x28"
"000423","0x02E","00","recorder RX","RX 01 0C payload 0x29"
"000423","0x02F","00","recorder RX","RX 01 0C payload 0x2A"
"000423","0x030","00","recorder RX","RX 01 0C payload 0x2B"
"000423","0x031","00","recorder RX","RX 01 0C payload 0x2C"
"000423","0x032","00","recorder RX","RX 01 0C payload 0x2D"
"000423","0x033","00","recorder RX","RX 01 0C payload 0x2E"
"000423","0x034","00","recorder RX","RX 01 0C payload 0x2F"
"000423","0x035","00","recorder RX","RX 01 0C payload 0x30"
"000423","0x036","00","recorder RX","RX 01 0C payload 0x31"
"000423","0x037","00","recorder RX","RX 01 0C payload 0x32"
"000423","0x038","00","recorder RX","RX 01 0C payload 0x33"
"000423","0x039","00","recorder RX","RX 01 0C payload 0x34"
"000423","0x03A","00","recorder RX","RX 01 0C payload 0x35"
"000423","0x03B","00","recorder RX","RX 01 0C payload 0x36"
"000423","0x03C","00","recorder RX","RX 01 0C payload 0x37"
"000423","0x03D","00","recorder RX","RX 01 0C payload 0x38"
"000423","0x03E","00","recorder RX","RX 01 0C payload 0x39"
"000423","0x03F","00","recorder RX","RX 01 0C payload 0x3A"
"000423","0x040","00","recorder RX","RX 01 0C payload 0x3B"
"000423","0x041","00","recorder RX","RX 01 0C payload 0x3C"
"000423","0x042","00","recorder RX","RX 01 0C payload 0x3D"
"000423","0x043","00","recorder RX","RX 01 0C payload 0x3E"
"000423","0x044","00","recorder RX","RX 01 0C payload 0x3F"
"000423","0x045","00","recorder RX","RX 01 0C payload 0x40"
"000423","0x046","00","recorder RX","RX 01 0C payload 0x41"
"000423","0x047","00","recorder RX","RX 01 0C payload 0x42"
"000423","0x048","00","recorder RX","RX 01 0C payload 0x43"
"000423","0x049","00","recorder RX","RX 01 0C payload 0x44"
"000423","0x04A","00","recorder RX","RX 01 0C payload 0x45"
"000423","0x04B","00","recorder RX","RX 01 0C payload 0x46"
"000423","0x04C","00","recorder RX","RX 01 0C payload 0x47"
"000423","0x04D","00","recorder RX","RX 01 0C payload 0x48"
"000423","0x04E","00","recorder RX","RX 01 0C payload 0x49"
"000423","0x04F","00","recorder RX","RX 01 0C payload 0x4A"
"000423","0x050","00","recorder RX","RX 01 0C payload 0x4B"
"000423","0x051","00","recorder RX","RX 01 0C payload 0x4C"
"000423","0x052","00","recorder RX","RX 01 0C payload 0x4D"
"000423","0x053","00","recorder RX","RX 01 0C payload 0x4E"
"000423","0x054","00","recorder RX","RX 01 0C payload 0x4F"
"000423","0x055","00","recorder RX","RX 01 0C payload 0x50"
"000423","0x056","00","recorder RX","RX 01 0C payload 0x51"
"000423","0x057","00","recorder RX","RX 01 0C payload 0x52"
"000423","0x058","00","recorder RX","RX 01 0C payload 0x53"
"000423","0x059","00","recorder RX","RX 01 0C payload 0x54"
"000423","0x05A","00","recorder RX","RX 01 0C payload 0x55"
"000423","0x05B","00","recorder RX","RX 01 0C payload 0x56"
"000423","0x05C","00","recorder RX","RX 01 0C payload 0x57"
"000423","0x05D","00","recorder RX","RX 01 0C payload 0x58"
"000423","0x05E","00","recorder RX","RX 01 0C payload 0x59"
"000423","0x05F","00","recorder RX","RX 01 0C payload 0x5A"
"000423","0x060","00","recorder RX","RX 01 0C payload 0x5B"
"000423","0x061","00","recorder RX","RX 01 0C payload 0x5C"
"000423","0x062","00","recorder RX","RX 01 0C payload 0x5D"
"000423","0x063","00","recorder RX","RX 01 0C payload 0x5E"
"000423","0x064","00","recorder RX","RX 01 0C payload 0x5F"
"000423","0x065","00","recorder RX","RX 01 0C payload 0x60"
"000423","0x066","00","recorder RX","RX 01 0C payload 0x61"
"000423","0x067","00","recorder RX","RX 01 0C payload 0x62"
"000423","0x068","00","recorder RX","RX 01 0C payload 0x63"
"000423","0x069","00","recorder RX","RX 01 0C payload 0x64"
"000423","0x06A","00","recorder RX","RX 01 0C payload 0x65"
"000423","0x06B","00","recorder RX","RX 01 0C payload 0x66"
"000423","0x06C","00","recorder RX","RX 01 0C payload 0x67"
"000423","0x06D","00","recorder RX","RX 01 0C payload 0x68"
"000423","0x06E","00","recorder RX","RX 01 0C payload 0x69"
"000423","0x06F","00","recorder RX","RX 01 0C payload 0x6A"
"000423","0x070","00","recorder RX","RX 01 0C payload 0x6B"
"000423","0x071","00","recorder RX","RX 01 0C payload 0x6C"
"000423","0x072","00","recorder RX","RX 01 0C payload 0x6D"
"000423","0x073","00","recorder RX","RX 01 0C payload 0x6E"
"000423","0x074","00","recorder RX","RX 01 0C payload 0x6F"
"000423","0x075","00","recorder RX","RX 01 0C payload 0x70"
"000423","0x076","00","recorder RX","RX 01 0C payload 0x71"
"000423","0x077","00","recorder RX","RX 01 0C payload 0x72"
"000423","0x078","00","recorder RX","RX 01 0C payload 0x73"
"000423","0x079","00","recorder RX","RX 01 0C payload 0x74"
"000423","0x07A","00","recorder RX","RX 01 0C payload 0x75"
"000423","0x07B","00","recorder RX","RX 01 0C payload 0x76"
"000423","0x07C","00","recorder RX","RX 01 0C payload 0x77"
"000423","0x07D","00","recorder RX","RX 01 0C payload 0x78"
"000423","0x07E","00","recorder RX","RX 01 0C payload 0x79"
"000423","0x07F","00","recorder RX","RX 01 0C payload 0x7A"
"000423","0x080","00","recorder RX","RX 01 0C payload 0x7B"
"000423","0x081","00","recorder RX","RX 01 0C payload 0x7C"
"000423","0x082","00","recorder RX","RX 01 0C payload 0x7D"
"000423","0x083","00","recorder RX","RX 01 0C payload 0x7E"
"000423","0x084","00","recorder RX","RX 01 0C payload 0x7F"
"000423","0x085","00","recorder RX","RX 01 0C payload 0x80"
"000423","0x086","00","recorder RX","RX 01 0C payload 0x81"
"000423","0x087","00","recorder RX","RX 01 0C payload 0x82"
"000423","0x088","00","recorder RX","RX 01 0C payload 0x83"
"000423","0x089","00","recorder RX","RX 01 0C payload 0x84"
"000423","0x08A","00","recorder RX","RX 01 0C payload 0x85"
"000423","0x08B","00","recorder RX","RX 01 0C payload 0x86"
"000423","0x08C","00","recorder RX","RX 01 0C payload 0x87"
"000423","0x08D","00","recorder RX","RX 01 0C payload 0x88"
"000423","0x08E","00","recorder RX","RX 01 0C payload 0x89"
"000423","0x08F","00","recorder RX","RX 01 0C payload 0x8A"
"000423","0x090","00","recorder RX","RX 01 0C payload 0x8B"
"000423","0x091","00","recorder RX","RX 01 0C payload 0x8C"
"000423","0x092","00","recorder RX","RX 01 0C payload 0x8D"
"000423","0x093","00","recorder RX","RX 01 0C payload 0x8E"
"000423","0x094","00","recorder RX","RX 01 0C payload 0x8F"
"000423","0x095","00","recorder RX","RX 01 0C payload 0x90"
"000423","0x096","00","recorder RX","RX 01 0C payload 0x91"
"000423","0x097","00","recorder RX","RX 01 0C payload 0x92"
"000423","0x098","00","recorder RX","RX 01 0C payload 0x93"
"000423","0x099","00","recorder RX","RX 01 0C payload 0x94"
"000423","0x09A","00","recorder RX","RX 01 0C payload 0x95"
"000423","0x09B","00","recorder RX","RX 01 0C payload 0x96"
"000423","0x09C","00","recorder RX","RX 01 0C payload 0x97"
"000423","0x09D","00","recorder RX","RX 01 0C payload 0x98"
"000423","0x09E","00","recorder RX","RX 01 0C payload 0x99"
"000423","0x09F","00","recorder RX","RX 01 0C payload 0x9A"
"000423","0x0A0","00","recorder RX","RX 01 0C payload 0x9B"
"000423","0x0A1","00","recorder RX","RX 01 0C payload 0x9C"
"000423","0x0A2","00","recorder RX","RX 01 0C payload 0x9D"
"000423","0x0A3","00","recorder RX","RX 01 0C payload 0x9E"
"000423","0x0A4","00","recorder RX","RX 01 0C payload 0x9F"
"000423","0x0A5","00","recorder RX","RX 01 0C payload 0xA0"
"000423","0x0A6","00","recorder RX","RX 01 0C payload 0xA1"
"000423","0x0A7","00","recorder RX","RX 01 0C payload 0xA2"
"000423","0x0A8","00","recorder RX","RX 01 0C payload 0xA3"
"000423","0x0A9","00","recorder RX","RX 01 0C payload 0xA4"
"000423","0x0AA","00","recorder RX","RX 01 0C payload 0xA5"
"000423","0x0AB","00","recorder RX","RX 01 0C payload 0xA6"
"000423","0x0AC","00","recorder RX","RX 01 0C payload 0xA7"
"000423","0x0AD","00","recorder RX","RX 01 0C payload 0xA8"
"000423","0x0AE","00","recorder RX","RX 01 0C payload 0xA9"
"000423","0x0AF","00","recorder RX","RX 01 0C payload 0xAA"
"000423","0x0B0","00","recorder RX","RX 01 0C payload 0xAB"
"000423","0x0B1","00","recorder RX","RX 01 0C payload 0xAC"
"000423","0x0B2","00","recorder RX","RX 01 0C payload 0xAD"
"000423","0x0B3","00","recorder RX","RX 01 0C payload 0xAE"
"000423","0x0B4","00","recorder RX","RX 01 0C payload 0xAF"
"000423","0x0B5","00","recorder RX","RX 01 0C payload 0xB0"
"000423","0x0B6","00","recorder RX","RX 01 0C payload 0xB1"
"000423","0x0B7","00","recorder RX","RX 01 0C payload 0xB2"
"000423","0x0B8","00","recorder RX","RX 01 0C payload 0xB3"
"000423","0x0B9","00","recorder RX","RX 01 0C payload 0xB4"
"000423","0x0BA","00","recorder RX","RX 01 0C payload 0xB5"
"000423","0x0BB","00","recorder RX","RX 01 0C payload 0xB6"
"000423","0x0BC","00","recorder RX","RX 01 0C payload 0xB7"
"000423","0x0BD","00","recorder RX","RX 01 0C payload 0xB8"
"000423","0x0BE","00","recorder RX","RX 01 0C payload 0xB9"
"000423","0x0BF","00","recorder RX","RX 01 0C payload 0xBA"
"000423","0x0C0","00","recorder RX","RX 01 0C payload 0xBB"
"000423","0x0C1","00","recorder RX","RX 01 0C payload 0xBC"
"000423","0x0C2","00","recorder RX","RX 01 0C payload 0xBD"
"000423","0x0C3","00","recorder RX","RX 01 0C payload 0xBE"
"000423","0x0C4","00","recorder RX","RX 01 0C payload 0xBF"
"000423","0x0C5","00","recorder RX","RX 01 0C payload 0xC0"
"000423","0x0C6","00","recorder RX","RX 01 0C payload 0xC1"
"000423","0x0C7","00","recorder RX","RX 01 0C payload 0xC2"
"000423","0x0C8","00","recorder RX","RX 01 0C payload 0xC3"
"000423","0x0C9","00","recorder RX","RX 01 0C payload 0xC4"
"000423","0x0CA","00","recorder RX","RX 01 0C payload 0xC5"
"000423","0x0CB","00","recorder RX","RX 01 0C payload 0xC6"
"000423","0x0CC","00","recorder RX","RX 01 0C payload 0xC7"
"000423","0x0CD","40","protocol constant","proven continuous-stream terminal replacement"
"000423","0x0CE","00","recorder RX","RX 01 0C payload 0xC9"
"000423","0x0CF","03","protocol constant","proven frame/header constant"
"000423","0x0D0","40","calculated field/checksum","payload sum modulo 256"
"000423","0x0D1","04","protocol constant","proven frame/header constant"
